company,ds,sales
Wiley Press,2019-09-22,359.71494571620656
Wiley Press,2019-09-23,389.8647251771552
Wiley Press,2019-09-24,386.5148307355505
Wiley Press,2019-09-25,408.2581894498103
Wiley Press,2019-09-26,330.974898646925
Wiley Press,2019-09-27,367.6650454812659
Wiley Press,2019-09-28,384.83952796807023
Wiley Press,2019-09-29,417.003071098602
Wiley Press,2019-09-30,443.3843495274119
Wiley Press,2019-10-01,435.35631501287276
Wiley Press,2019-10-02,451.61886862535795
Wiley Press,2019-10-03,368.1734977889926
Wiley Press,2019-10-04,398.15360153717666
Wiley Press,2019-10-05,408.2125632233301
Wiley Press,2019-10-06,433.0038233287911
Wiley Press,2019-10-07,451.907927947987
Wiley Press,2019-10-08,436.4497188077447
Wiley Press,2019-10-09,445.4778745115784
Wiley Press,2019-10-10,355.13649309226355
Wiley Press,2019-10-11,378.6925079222989
Wiley Press,2019-10-12,382.92106186882717
Wiley Press,2019-10-13,402.5831533328525
Wiley Press,2019-10-14,417.15058457921884
Wiley Press,2019-10-15,398.22142549024045
Wiley Press,2019-10-16,404.69824094535693
Wiley Press,2019-10-17,312.75880066827534
Wiley Press,2019-10-18,335.6830818296849
Wiley Press,2019-10-19,340.2386965238654
Wiley Press,2019-10-20,361.1590537529287
Wiley Press,2019-10-21,377.8692711572944
Wiley Press,2019-10-22,361.90302363437814
Wiley Press,2019-10-23,372.08254087425246
Wiley Press,2019-10-24,284.4914271816027
Wiley Press,2019-10-25,312.30406024944523
Wiley Press,2019-10-26,322.17364057090634
Wiley Press,2019-10-27,348.71313542289624
Wiley Press,2019-10-28,371.2240633638555
Wiley Press,2019-10-29,361.1162352672098
Wiley Press,2019-10-30,377.0905927914976
Wiley Press,2019-10-31,295.11474836821253
Wiley Press,2019-11-01,328.2549176749114
Wiley Press,2019-11-02,343.0662558891671
Wiley Press,2019-11-03,374.0757881059611
Wiley Press,2019-11-04,400.51283452345666
Wiley Press,2019-11-05,393.7300104464531
Wiley Press,2019-11-06,412.3869163101309
Wiley Press,2019-11-07,332.4261069906257
Wiley Press,2019-11-08,366.9050278003227
Wiley Press,2019-11-09,382.3859361553833
Wiley Press,2019-11-10,413.4180179888582
Wiley Press,2019-11-11,439.2666286465047
Wiley Press,2019-11-12,431.33277703317435
Wiley Press,2019-11-13,448.335015421226
Wiley Press,2019-11-14,366.2833785527609
Wiley Press,2019-11-15,398.3091194286434
Wiley Press,2019-11-16,411.0523247256079
Wiley Press,2019-11-17,439.14168504315364
Wiley Press,2019-11-18,461.92141618663607
Wiley Press,2019-11-19,450.8685152262383
Wiley Press,2019-11-20,464.7725754153274
Wiley Press,2019-11-21,379.70786027856974
Wiley Press,2019-11-22,408.8614343881217
Wiley Press,2019-11-23,418.919475967038
Wiley Press,2019-11-24,444.5460796500696
Wiley Press,2019-11-25,465.10956877166586
Wiley Press,2019-11-26,452.09951350708866
Wiley Press,2019-11-27,464.3066806572855
Wiley Press,2019-11-28,377.79560620017116
Wiley Press,2019-11-29,405.73356835584593
Wiley Press,2019-11-30,414.7780565502538
Wiley Press,2019-12-01,439.5570057560762
Wiley Press,2019-12-02,459.3967687730293
Wiley Press,2019-12-03,445.7409693886651
Wiley Press,2019-12-04,457.3324037870167
Wiley Press,2019-12-05,370.1876195906573
Wiley Press,2019-12-06,397.427887005907
Wiley Press,2019-12-07,405.6685944960758
Wiley Press,2019-12-08,429.5012776456002
Wiley Press,2019-12-09,448.22319688453433
Wiley Press,2019-12-10,433.25755570371257
Wiley Press,2019-12-11,443.33648252146384
Wiley Press,2019-12-12,354.4763697730722
Wiley Press,2019-12-13,379.8092583643605
Wiley Press,2019-12-14,385.9722838478091
Wiley Press,2019-12-15,407.58938770819805
Wiley Press,2019-12-16,424.00021513113893
Wiley Press,2019-12-17,406.67930745448456
Wiley Press,2019-12-18,414.4177394791492
Wiley Press,2019-12-19,323.2968319363308
Wiley Press,2019-12-20,346.5176726838697
Wiley Press,2019-12-21,350.78851586198357
Wiley Press,2019-12-22,370.80432123110955
Wiley Press,2019-12-23,385.97341818979794
Wiley Press,2019-12-24,367.8344683218329
Wiley Press,2019-12-25,375.2359429193282
Wiley Press,2019-12-26,284.3078107985451
Wiley Press,2019-12-27,308.2892318556137
Wiley Press,2019-12-28,313.91438254112916
Wiley Press,2019-12-29,335.8907258173099
Wiley Press,2019-12-30,353.6247523589038
Wiley Press,2019-12-31,338.6383997446384
Wiley Press,2020-01-01,349.74838862541844
Wiley Press,2020-01-02,263.03818262644563
Wiley Press,2020-01-03,291.6863673647674
Wiley Press,2020-01-04,302.3535630915461
Wiley Press,2020-01-05,329.66216047791465
Wiley Press,2020-01-06,352.9238724359802
Wiley Press,2020-01-07,343.55826488778655
Wiley Press,2020-01-08,360.27445279891174
Wiley Press,2020-01-09,279.04560813903515
Wiley Press,2020-01-10,312.940009217877
Wiley Press,2020-01-11,328.51067593183257
Wiley Press,2020-01-12,360.2778083096011
Wiley Press,2020-01-13,387.45894894155265
Wiley Press,2020-01-14,381.3899617006525
Wiley Press,2020-01-15,400.70894631789315
Wiley Press,2020-01-16,321.3326743115299
Wiley Press,2020-01-17,356.2892218677588
Wiley Press,2020-01-18,372.10879915170096
Wiley Press,2020-01-19,403.306958480669
Wiley Press,2020-01-20,429.11507806359293
Wiley Press,2020-01-21,420.9012019186764
Wiley Press,2020-01-22,437.35335350999856
Wiley Press,2020-01-23,354.45492718613036
Wiley Press,2020-01-24,385.31584673635905
Wiley Press,2020-01-25,396.5615365773268
Wiley Press,2020-01-26,422.81392763101553
Wiley Press,2020-01-27,443.4194518103372
Wiley Press,2020-01-28,429.867167972835
Wiley Press,2020-01-29,440.9692078774512
Wiley Press,2020-01-30,352.83321304522497
Wiley Press,2020-01-31,378.69053771359563
Wiley Press,2020-02-01,385.28232851776875
Wiley Press,2020-02-02,407.3377830960983
Wiley Press,2020-02-03,424.29960952010765
Wiley Press,2020-02-04,407.73989415546976
Wiley Press,2020-02-05,416.5386235910658
Wiley Press,2020-02-06,326.8545797679893
Wiley Press,2020-02-07,351.952421585881
Wiley Press,2020-02-08,358.5880905713218
Wiley Press,2020-02-09,381.48685791287005
Wiley Press,2020-02-10,400.06903767991196
Wiley Press,2020-02-11,385.86656449234005
Wiley Press,2020-02-12,397.7026600030226
Wiley Press,2020-02-13,311.6642747175524
Wiley Press,2020-02-14,340.9310754171499
Wiley Press,2020-02-15,352.1630635663261
Wiley Press,2020-02-16,379.9810820582003
Wiley Press,2020-02-17,403.6951690721413
Wiley Press,2020-02-18,394.7238870015039
Wiley Press,2020-02-19,411.77677814644096
Wiley Press,2020-02-20,330.8295606628478
Wiley Press,2020-02-21,364.9557636078962
Wiley Press,2020-02-22,380.71681856836454
Wiley Press,2020-02-23,412.64480268003825
Wiley Press,2020-02-24,439.97273627572315
Wiley Press,2020-02-25,434.0555160485655
Wiley Press,2020-02-26,453.5535980389443
Wiley Press,2020-02-27,374.4090171664411
Wiley Press,2020-02-28,409.6774266477872
Wiley Press,2020-02-29,425.91817087714634
Wiley Press,2020-03-01,457.67659426008674
Wiley Press,2020-03-02,484.2135082020848
Wiley Press,2020-03-03,476.924926751647
Wiley Press,2020-03-04,494.52422454967484
Wiley Press,2020-03-05,413.016351687627
Wiley Press,2020-03-06,445.52784384602535
Wiley Press,2020-03-07,458.6947018299607
Wiley Press,2020-03-08,487.1424073327397
Wiley Press,2020-03-09,510.2130634050727
Wiley Press,2020-03-10,499.3828364746557
Wiley Press,2020-03-11,513.4419181022224
Wiley Press,2020-03-12,428.46670202089643
Wiley Press,2020-03-13,457.6479704527802
Wiley Press,2020-03-14,467.6772126366192
Wiley Press,2020-03-15,493.22538305381624
Wiley Press,2020-03-16,513.6691192557532
Wiley Press,2020-03-17,500.50761750987886
Wiley Press,2020-03-18,512.5423952476191
Wiley Press,2020-03-19,425.8496358610165
Wiley Press,2020-03-20,453.6088991291141
Wiley Press,2020-03-21,462.4902991784719
Wiley Press,2020-03-22,487.1344267967132
Wiley Press,2020-03-23,506.8799966515011
Wiley Press,2020-03-24,493.18237079327935
Wiley Press,2020-03-25,504.795134504702
Wiley Press,2020-03-26,417.74436260422897
Wiley Press,2020-03-27,445.1592992296862
Wiley Press,2020-03-28,453.6614916779854
Wiley Press,2020-03-29,477.84659452882613
Wiley Press,2020-03-30,497.0137664877511
Wiley Press,2020-03-31,482.58575736770933
Wiley Press,2020-04-01,493.2918130328936
Wiley Press,2020-04-02,405.1429952563849
Wiley Press,2020-04-03,431.26360664135643
Wiley Press,2020-04-04,438.2807375051259
Wiley Press,2020-04-05,460.806137155435
Wiley Press,2020-04-06,478.1653284451343
Wiley Press,2020-04-07,461.8170698394997
Wiley Press,2020-04-08,470.53530976154326
Wiley Press,2020-04-09,380.3832567761592
Wiley Press,2020-04-10,404.5432912439402
Wiley Press,2020-04-11,409.70477869699914
Wiley Press,2020-04-12,430.54403734024027
Wiley Press,2020-04-13,446.45143374103765
Wiley Press,2020-04-14,428.94876973887506
Wiley Press,2020-04-15,436.86916609885526
Wiley Press,2020-04-16,346.3291274515713
Wiley Press,2020-04-17,370.5565736306886
Wiley Press,2020-04-18,376.2769539564496
Wiley Press,2020-04-19,398.1917483718854
Wiley Press,2020-04-20,415.7043747621972
Wiley Press,2020-04-21,400.3367032188256
Wiley Press,2020-04-22,410.9084119042675
Wiley Press,2020-04-23,323.5088887538875
Wiley Press,2020-04-24,351.32547381324946
Wiley Press,2020-04-25,361.03015814866984
Wiley Press,2020-04-26,387.25903232149017
Wiley Press,2020-04-27,409.3394828074858
Wiley Press,2020-04-28,398.7083067056168
City Radio,2019-04-30,146.13423008525098
City Radio,2019-05-01,134.39045790182143
City Radio,2019-05-02,153.78495808491607
City Radio,2019-05-03,138.1330180489421
City Radio,2019-05-04,141.61771701120676
City Radio,2019-05-05,146.07102022693596
City Radio,2019-05-06,142.36560533620673
City Radio,2019-05-07,158.89552786128945
City Radio,2019-05-08,148.48945987592506
City Radio,2019-05-09,169.04266822991934
City Radio,2019-05-10,154.34072852171008
City Radio,2019-05-11,158.54037599791386
City Radio,2019-05-12,163.45130420395964
City Radio,2019-05-13,159.92861800092012
City Radio,2019-05-14,176.3540303053679
City Radio,2019-05-15,165.5495209246816
City Radio,2019-05-16,185.4096107255346
City Radio,2019-05-17,169.72523708404418
City Radio,2019-05-18,172.66462479316317
City Radio,2019-05-19,176.05495973888912
City Radio,2019-05-20,170.774572104134
City Radio,2019-05-21,185.23372232313562
City Radio,2019-05-22,172.2877157157005
City Radio,2019-05-23,189.86851015445288
City Radio,2019-05-24,171.80781715559579
City Radio,2019-05-25,172.31710801300818
City Radio,2019-05-26,173.2683523211592
City Radio,2019-05-27,165.58521778468102
City Radio,2019-05-28,177.72284822300028
City Radio,2019-05-29,162.57997033887085
City Radio,2019-05-30,178.12951855160543
City Radio,2019-05-31,158.24080289512497
City Radio,2019-06-01,157.15865521583422
City Radio,2019-06-02,156.78340300498968
City Radio,2019-06-03,148.06141952458665
City Radio,2019-06-04,159.46438413026712
City Radio,2019-06-05,143.90101710296943
City Radio,2019-06-06,159.34748839733496
City Radio,2019-06-07,139.6695314700429
City Radio,2019-06-08,139.10169945092747
City Radio,2019-06-09,139.52761079500215
City Radio,2019-06-10,131.8709266808152
City Radio,2019-06-11,144.57518360727812
City Radio,2019-06-12,130.516231246291
City Radio,2019-06-13,147.63345725078838
City Radio,2019-06-14,129.7528094783953
City Radio,2019-06-15,131.06702972665596
City Radio,2019-06-16,133.416921095916
City Radio,2019-06-17,127.68336502888522
City Radio,2019-06-18,142.2681847639074
City Radio,2019-06-19,130.00757875799755
City Radio,2019-06-20,148.80428020832662
City Radio,2019-06-21,132.4514291753988
City Radio,2019-06-22,135.11354971391572
City Radio,2019-06-23,138.60843529209745
City Radio,2019-06-24,133.79964308015394
City Radio,2019-06-25,149.07768216897057
City Radio,2019-06-26,137.2736117093142
City Radio,2019-06-27,156.29120215431896
City Radio,2019-06-28,139.93064517084912
City Radio,2019-06-29,142.3692164665132
City Radio,2019-06-30,145.44269407823805
City Radio,2019-07-01,140.03725692476743
City Radio,2019-07-02,154.56995967974615
City Radio,2019-07-03,141.90152245090854
City Radio,2019-07-04,159.96761076905307
City Radio,2019-07-05,142.60161837004452
City Radio,2019-07-06,144.01437673298838
City Radio,2019-07-07,146.07463091429037
City Radio,2019-07-08,139.7000222091527
City Radio,2019-07-09,153.33670523212905
City Radio,2019-07-10,139.8713593323053
City Radio,2019-07-11,157.2617913209827
City Radio,2019-07-12,139.35916021387283
City Radio,2019-07-13,140.3872627098803
City Radio,2019-07-14,142.22272983243172
City Radio,2019-07-15,135.78588197502114
City Radio,2019-07-16,149.5203722921915
City Radio,2019-07-17,136.30537628428792
City Radio,2019-07-18,154.08651812734507
City Radio,2019-07-19,136.69855386251714
City Radio,2019-07-20,138.34523572110376
City Radio,2019-07-21,140.88019012773148
City Radio,2019-07-22,135.1985358213139
City Radio,2019-07-23,149.7173489171061
City Radio,2019-07-24,137.28870799025287
City Radio,2019-07-25,155.83148403997922
City Radio,2019-07-26,139.15486956924502
City Radio,2019-07-27,141.43904574906543
City Radio,2019-07-28,144.51679620833323
City Radio,2019-07-29,139.26577189627395
City Radio,2019-07-30,154.0894945014486
City Radio,2019-07-31,141.8308153897565
City Radio,2019-08-01,160.40398250274376
City Radio,2019-08-02,143.61830110508325
City Radio,2019-08-03,145.65878332896492
City Radio,2019-08-04,148.36759549050385
City Radio,2019-08-05,142.6360125153961
City Radio,2019-08-06,156.88497617195725
City Radio,2019-08-07,143.97798736221102
City Radio,2019-08-08,161.85250189180078
City Radio,2019-08-09,144.3428358007368
City Radio,2019-08-10,145.65999802395442
City Radio,2019-08-11,147.67228414902277
City Radio,2019-08-12,141.29636664883486
City Radio,2019-08-13,154.9770048176978
City Radio,2019-08-14,141.59913089730375
City Radio,2019-08-15,159.1185069848157
City Radio,2019-08-16,141.38398215607347
City Radio,2019-08-17,142.61678840700904
City Radio,2019-08-18,144.69072686318572
City Radio,2019-08-19,138.52299361809636
City Radio,2019-08-20,152.55377827403544
City Radio,2019-08-21,139.65839705229945
City Radio,2019-08-22,157.7781557802665
City Radio,2019-08-23,140.74296817941712
City Radio,2019-08-24,142.75115939081735
City Radio,2019-08-25,145.65029307300722
City Radio,2019-08-26,140.32875421011687
City Radio,2019-08-27,155.1961998266705
City Radio,2019-08-28,143.09661551679673
City Radio,2019-08-29,161.9401467170034
City Radio,2019-08-30,145.52670208257075
City Radio,2019-08-31,148.02672995311792
City Radio,2019-09-01,151.26297722610488
City Radio,2019-09-02,146.10293453189774
City Radio,2019-09-03,160.94005325660416
City Radio,2019-09-04,148.60744804643912
City Radio,2019-09-05,167.01023255123727
City Radio,2019-09-06,149.94946833900954
City Radio,2019-09-07,151.6031148262841
City Radio,2019-09-08,153.80778111536733
City Radio,2019-09-09,147.450980217187
City Radio,2019-09-10,160.9519729603481
City Radio,2019-09-11,147.17492216235073
City Radio,2019-09-12,164.06051681595164
City Radio,2019-09-13,145.44906300185355
City Radio,2019-09-14,145.5604505210942
City Radio,2019-09-15,146.2748211227553
City Radio,2019-09-16,138.52366697525832
City Radio,2019-09-17,150.7694772929727
City Radio,2019-09-18,135.91768592716832
City Radio,2019-09-19,151.9471126589968
City Radio,2019-09-20,132.7319277379323
City Radio,2019-09-21,132.52058043603677
City Radio,2019-09-22,133.21554732900447
City Radio,2019-09-23,125.76365600756579
City Radio,2019-09-24,138.63512563187567
City Radio,2019-09-25,124.7350964116447
City Radio,2019-09-26,142.03385521501224
City Radio,2019-09-27,124.38879607194846
City Radio,2019-09-28,126.0235600097999
City Radio,2019-09-29,128.80820789103643
City Radio,2019-09-30,123.65017420207604
City Radio,2019-10-01,138.97412989076682
City Radio,2019-10-02,127.634507765483
City Radio,2019-10-03,147.54687426655204
City Radio,2019-10-04,132.51115876978358
City Radio,2019-10-05,136.69215370552013
City Radio,2019-10-06,141.90110528089676
City Radio,2019-10-07,138.9881070083235
City Radio,2019-10-08,156.3233874660781
City Radio,2019-10-09,146.711209154527
City Radio,2019-10-10,168.02252662489258
City Radio,2019-10-11,154.01938132587796
City Radio,2019-10-12,158.83641559513615
City Radio,2019-10-13,164.26329838331264
City Radio,2019-10-14,161.13775211711908
City Radio,2019-10-15,177.8272543482142
City Radio,2019-10-16,167.1431187833107
City Radio,2019-10-17,186.97309745794925
City Radio,2019-10-18,171.1054811351867
City Radio,2019-10-19,173.71008607365314
City Radio,2019-10-20,176.61993142980134
City Radio,2019-10-21,170.72331405207422
City Radio,2019-10-22,184.4443769121978
City Radio,2019-10-23,170.6559030418946
City Radio,2019-10-24,187.31050799521967
City Radio,2019-10-25,168.26324236152362
City Radio,2019-10-26,167.75102922411787
City Radio,2019-10-27,167.6727789460416
City Radio,2019-10-28,158.97992654531166
City Radio,2019-10-29,170.15552581287432
City Radio,2019-10-30,154.12566838425693
City Radio,2019-10-31,168.889434629254
City Radio,2019-11-01,148.34041837566804
City Radio,2019-11-02,146.74527672083806
City Radio,2019-11-03,146.0231688756351
City Radio,2019-11-04,137.1358455344242
City Radio,2019-11-05,148.56653342070095
City Radio,2019-11-06,133.231387732205
City Radio,2019-11-07,149.109717787946
City Radio,2019-11-08,130.06602031372998
City Radio,2019-11-09,130.32925824478184
City Radio,2019-11-10,131.77323018568384
City Radio,2019-11-11,125.30776828771872
City Radio,2019-11-12,139.35888116478174
City Radio,2019-11-13,126.78158297812537
City Radio,2019-11-14,145.49157965966876
City Radio,2019-11-15,129.28881052359827
City Radio,2019-11-16,132.33824603491294
City Radio,2019-11-17,136.45174978340953
City Radio,2019-11-18,132.4807062928303
City Radio,2019-11-19,148.7974970157575
City Radio,2019-11-20,138.2095340888774
City Radio,2019-11-21,158.59199474545903
City Radio,2019-11-22,143.71223072173348
City Radio,2019-11-23,147.71123423347998
City Radio,2019-11-24,152.38595453406217
City Radio,2019-11-25,148.58215809999248
City Radio,2019-11-26,164.6759118180094
City Radio,2019-11-27,153.48740138784257
City Radio,2019-11-28,172.91323595702062
City Radio,2019-11-29,156.7502266502729
City Radio,2019-11-30,159.1760386959587
City Radio,2019-12-01,162.03053356662593
City Radio,2019-12-02,156.2075202372473
City Radio,2019-12-03,170.13502393564573
City Radio,2019-12-04,156.6878157684559
City Radio,2019-12-05,173.8183867527967
City Radio,2019-12-06,155.37938693865172
City Radio,2019-12-07,155.6029620094695
City Radio,2019-12-08,156.3808353080602
City Radio,2019-12-09,148.65488399202914
City Radio,2019-12-10,160.8963446504417
City Radio,2019-12-11,146.01741544498026
City Radio,2019-12-12,162.00145817667664
City Radio,2019-12-13,142.72483659042535
City Radio,2019-12-14,142.43583438274072
City Radio,2019-12-15,143.03450719865663
City Radio,2019-12-16,135.4632188575004
City Radio,2019-12-17,148.1859939407456
City Radio,2019-12-18,134.10044604991282
City Radio,2019-12-19,151.16847312729143
City Radio,2019-12-20,133.23874028834297
City Radio,2019-12-21,134.52637440596172
City Radio,2019-12-22,136.89370271115467
City Radio,2019-12-23,131.24176146396115
City Radio,2019-12-24,145.9906811365109
City Radio,2019-12-25,133.99268091934766
City Radio,2019-12-26,153.16383732659241
City Radio,2019-12-27,137.30762129546264
City Radio,2019-12-28,140.5956031747411
City Radio,2019-12-29,144.84913482714722
City Radio,2019-12-30,140.93171419903064
City Radio,2019-12-31,157.23012089663885
City Radio,2020-01-01,146.5680408451871
City Radio,2020-01-02,166.83833351927797
City Radio,2020-01-03,151.82692847765168
City Radio,2020-01-04,155.69374663818658
City Radio,2020-01-05,160.25445524313574
City Radio,2020-01-06,156.37276515629395
City Radio,2020-01-07,172.44136567920896
City Radio,2020-01-08,161.29522467829835
City Radio,2020-01-09,180.84341993353158
City Radio,2020-01-10,164.89250315481823
City Radio,2020-01-11,167.62680863590302
City Radio,2020-01-12,170.8895333572383
City Radio,2020-01-13,165.57431585425184
City Radio,2020-01-14,180.10542800878545
City Radio,2020-01-15,167.35032632052707
City Radio,2020-01-16,185.25074665103136
City Radio,2020-01-17,167.6453608422114
City Radio,2020-01-18,168.74942262164038
City Radio,2020-01-19,170.43524319915437
City Radio,2020-01-20,163.62323534492845
City Radio,2020-01-21,176.7616492681351
City Radio,2020-01-22,162.7387535661
City Radio,2020-01-23,179.51364945718103
City Radio,2020-01-24,160.93873843804727
City Radio,2020-01-25,161.23927012463508
City Radio,2020-01-26,162.29380778095526
City Radio,2020-01-27,155.02534538618366
City Radio,2020-01-28,167.88119282076184
City Radio,2020-01-29,153.745374203246
City Radio,2020-01-30,170.56971815480534
City Radio,2020-01-31,152.19664983714105
City Radio,2020-02-01,152.83910069902714
City Radio,2020-02-02,154.36136241773187
City Radio,2020-02-03,147.67060798585504
City Radio,2020-02-04,161.19718604098074
City Radio,2020-02-05,147.80742365969635
City Radio,2020-02-06,165.43510748420837
City Radio,2020-02-07,147.9046451987664
City Radio,2020-02-08,149.41131668080865
City Radio,2020-02-09,151.80243600904467
City Radio,2020-02-10,145.96914332021287
City Radio,2020-02-11,160.32692999750643
City Radio,2020-02-12,147.72863108879267
City Radio,2020-02-13,166.09605470698367
City Radio,2020-02-14,149.24325140261885
City Radio,2020-02-15,151.35683474476588
City Radio,2020-02-16,154.2771769770115
City Radio,2020-02-17,148.89020202184983
City Radio,2020-02-18,163.6078830041763
City Radio,2020-02-19,151.281182111547
City Radio,2020-02-20,169.83160651718913
City Radio,2020-02-21,153.0743872261602
City Radio,2020-02-22,155.1986957131625
City Radio,2020-02-23,158.04872550112324
City Radio,2020-02-24,152.51536379903743
City Radio,2020-02-25,167.01656273095028
City Radio,2020-02-26,154.41014981912684
City Radio,2020-02-27,172.62525279403522
City Radio,2020-02-28,155.48534646612273
City Radio,2020-02-29,157.18833699786984
City Radio,2020-03-01,159.5875108660989
City Radio,2020-03-02,153.583073550133
City Radio,2020-03-03,167.60238727019458
City Radio,2020-03-04,154.51264723337545
City Radio,2020-03-05,172.25217135549087
City Radio,2020-03-06,154.65331130810787
City Radio,2020-03-07,155.92240064851558
City Radio,2020-03-08,157.92056812706758
City Radio,2020-03-09,151.55514244800798
City Radio,2020-03-10,165.25975951703776
City Radio,2020-03-11,151.90691380757366
City Radio,2020-03-12,169.43913142969694
City Radio,2020-03-13,151.69177574929338
City Radio,2020-03-14,152.8729046131769
City Radio,2020-03-15,154.84401076246502
City Radio,2020-03-16,148.5113752572418
City Radio,2020-03-17,162.3061484054126
City Radio,2020-03-18,149.0969030403828
City Radio,2020-03-19,166.8208405336605
City Radio,2020-03-20,149.30666261926933
City Radio,2020-03-21,150.7545295878429
City Radio,2020-03-22,153.0169370677943
City Radio,2020-03-23,146.99024086898203
City Radio,2020-03-24,161.09494295864806
City Radio,2020-03-25,148.18848085950796
City Radio,2020-03-26,166.19669714856062
City Radio,2020-03-27,148.93699729137353
City Radio,2020-03-28,150.59861045433138
City Radio,2020-03-29,153.02377862510036
City Radio,2020-03-30,147.09959579835117
City Radio,2020-03-31,161.23860193223092
City Radio,2020-04-01,148.2918651615496
City Radio,2020-04-02,166.18071995393393
City Radio,2020-04-03,148.72019051770467
City Radio,2020-04-04,150.09929552879908
City Radio,2020-04-05,152.16268156023108
City Radio,2020-04-06,145.80224993804555
City Radio,2020-04-07,159.4379258676585
City Radio,2020-04-08,145.9306688819611
City Radio,2020-04-09,163.21409949052403
City Radio,2020-04-10,145.11771034603285
City Radio,2020-04-11,145.84706893469007
City Radio,2020-04-12,147.26483212882567
City Radio,2020-04-13,140.2822923066335
City Radio,2020-04-14,153.3395608565885
City Radio,2020-04-15,139.31812697294214
City Radio,2020-04-16,156.1719672013304
City Radio,2020-04-17,137.75021612864222
City Radio,2020-04-18,138.27681852709742
City Radio,2020-04-19,139.6309974949488
City Radio,2020-04-20,132.73827304290648
City Radio,2020-04-21,146.05015183421372
City Radio,2020-04-22,132.45624060920795
City Radio,2020-04-23,149.91497269177677
City Radio,2020-04-24,132.27597080792512
City Radio,2020-04-25,133.75947785936137
City Radio,2020-04-26,136.23669965217954
City Radio,2020-04-27,130.62080128443841
City Radio,2020-04-28,145.34668266460292
Budget Advisors,2019-04-30,447.8202183162624
Budget Advisors,2019-05-01,433.10722152753067
Budget Advisors,2019-05-02,382.72366442630744
Budget Advisors,2019-05-03,391.06706171544477
Budget Advisors,2019-05-04,360.70254805730485
Budget Advisors,2019-05-05,426.8170406390325
Budget Advisors,2019-05-06,455.48935733820474
Budget Advisors,2019-05-07,491.8896225983116
Budget Advisors,2019-05-08,478.60928427306885
Budget Advisors,2019-05-09,429.07629407423553
Budget Advisors,2019-05-10,437.67896132784915
Budget Advisors,2019-05-11,406.98164809688035
Budget Advisors,2019-05-12,472.17910693895556
Budget Advisors,2019-05-13,499.3666219519629
Budget Advisors,2019-05-14,533.7392776194489
Budget Advisors,2019-05-15,517.9216747214643
Budget Advisors,2019-05-16,465.382645840749
Budget Advisors,2019-05-17,470.5584841466816
Budget Advisors,2019-05-18,436.06786163447566
Budget Advisors,2019-05-19,497.1652503176181
Budget Advisors,2019-05-20,520.0100231770464
Budget Advisors,2019-05-21,549.8645791674004
Budget Advisors,2019-05-22,529.4228345636149
Budget Advisors,2019-05-23,472.2236589021975
Budget Advisors,2019-05-24,472.77279702474914
Budget Advisors,2019-05-25,433.7564826384223
Budget Advisors,2019-05-26,490.4935867883411
Budget Advisors,2019-05-27,509.20350781685136
Budget Advisors,2019-05-28,535.2031759520407
Budget Advisors,2019-05-29,511.2345419169609
Budget Advisors,2019-05-30,450.8771524299658
Budget Advisors,2019-05-31,448.6693755058577
Budget Advisors,2019-06-01,407.321498528489
Budget Advisors,2019-06-02,462.1675556522964
Budget Advisors,2019-06-03,479.43309945307885
Budget Advisors,2019-06-04,504.43229319607894
Budget Advisors,2019-06-05,479.8956910608081
Budget Advisors,2019-06-06,419.38330184244137
Budget Advisors,2019-06-07,417.4064865422042
Budget Advisors,2019-06-08,376.64189542876795
Budget Advisors,2019-06-09,432.38427930677176
Budget Advisors,2019-06-10,450.81536418411997
Budget Advisors,2019-06-11,477.2021367673374
Budget Advisors,2019-06-12,454.22587672822453
Budget Advisors,2019-06-13,395.39649828185713
Budget Advisors,2019-06-14,395.17571779962975
Budget Advisors,2019-06-15,356.1922196113287
Budget Advisors,2019-06-16,413.6956224654124
Budget Advisors,2019-06-17,433.82640567031615
Budget Advisors,2019-06-18,461.81511511376846
Budget Advisors,2019-06-19,440.31216160444535
Budget Advisors,2019-06-20,382.8027549699773
Budget Advisors,2019-06-21,383.7304764976542
Budget Advisors,2019-06-22,345.71265310431545
Budget Advisors,2019-06-23,403.99433257953535
Budget Advisors,2019-06-24,424.7180215389675
Budget Advisors,2019-06-25,453.12251457662603
Budget Advisors,2019-06-26,431.8721407946508
Budget Advisors,2019-06-27,374.47098992950987
Budget Advisors,2019-06-28,375.3856439582253
Budget Advisors,2019-06-29,337.25960469468157
Budget Advisors,2019-06-30,395.3662468810545
Budget Advisors,2019-07-01,415.8774907153254
Budget Advisors,2019-07-02,444.0615557964318
Budget Advisors,2019-07-03,422.61115634045905
Budget Advisors,2019-07-04,365.05673274540936
Budget Advisors,2019-07-05,365.8882764231656
Budget Advisors,2019-07-06,327.76896668887514
Budget Advisors,2019-07-07,385.98747386187824
Budget Advisors,2019-07-08,406.7261427793028
Budget Advisors,2019-07-09,435.25843393052503
Budget Advisors,2019-07-10,414.2769917803755
Budget Advisors,2019-07-11,357.3069392166333
Budget Advisors,2019-07-12,358.82795290862543
Budget Advisors,2019-07-13,321.4883302529745
Budget Advisors,2019-07-14,380.55788819335294
Budget Advisors,2019-07-15,402.19688885745245
Budget Advisors,2019-07-16,431.65434514653896
Budget Advisors,2019-07-17,411.59704763641435
Budget Advisors,2019-07-18,355.52388024490085
Budget Advisors,2019-07-19,357.8889456121757
